Nombre,Latitud,Longitud,Municipio,Departamento,Provincia
LOS MORTERITOS,"-31,122167587","-64,995170593",AREA SIN GOBIERNO,MINAS,CÓRDOBA
LA ESTANCIA,"-28,46791858","-62,84860248",AÑATUYA,GENERAL TABOADA,SANTIAGO DEL ESTERO
AÑATUYA,"-28,460467998","-62,75960933",AÑATUYA,GENERAL TABOADA,SANTIAGO DEL ESTERO
MONTE CASEROS,"-30,251552724","-57,638814001",MONTE CASEROS,MONTE CASEROS,CORRIENTES
PARADA LABOUGLE,"-30,31904002","-57,72898682",MONTE CASEROS,MONTE CASEROS,CORRIENTES
TACUABE,"-30,28805682","-57,73401177",MONTE CASEROS,MONTE CASEROS,CORRIENTES
PASO VALLEJOS,"-30,264804459","-57,755501506",MONTE CASEROS,MONTE CASEROS,CORRIENTES
CAMPO GENERAL AVALOS,"-30,10384161","-57,66755711",MONTE CASEROS,MONTE CASEROS,CORRIENTES
ITACUMBU,"-30,32401024","-57,69538352",MONTE CASEROS,MONTE CASEROS,CORRIENTES
DOS VIAS,"-30,174622263","-57,710704646",MONTE CASEROS,MONTE CASEROS,CORRIENTES
TIMBOY,"-30,35988906","-57,70562805",MONTE CASEROS,MONTE CASEROS,CORRIENTES
FORTUNA,"-30,288666435","-57,669319004",MONTE CASEROS,MONTE CASEROS,CORRIENTES
PUERTO CEIBO,"-30,220552359","-57,655028812",MONTE CASEROS,MONTE CASEROS,CORRIENTES
CASPINCHANGO,"-27,07421","-65,49389",SANTA LUCIA,MONTEROS,TUCUMÁN
SANTA LUCIA,"-27,093081358","-65,532562497",SANTA LUCIA,MONTEROS,TUCUMÁN
EL PENSAMIENTO,"-38,215409427","-61,314584777",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
STEGMANN,"-37,991178429","-61,539591524",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
CORONEL FALCON,"-38,6040735","-61,6983493",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
LARTIGAU,"-38,445919037","-61,56609686",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
LA PALOMA,"-38,0438048","-61,3161511",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
CHELFORO,"-37,9951979","-60,8897785",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
ESTACION LAS LOMAS,"-38,0772533","-61,599043",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
RESERVA,"-37,8258925","-61,2218974",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
EL GAVILAN,"-38,1963075","-61,1804747",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
LAS MOSTAZAS,"-38,264659882","-61,356769562",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
LA NORIA,"-37,8998836","-61,145185",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
CORONEL PRINGLES,"-37,986521056","-61,354071566",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
KRABBE,"-37,7822506","-61,1438108",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
PILLAHUINCO,"-38,13286972","-61,478294373",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
DON ALFREDO,"-38,37366","-61,65354",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
LA VIRGINIA,"-38,0900273","-61,0373421",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
LAGUNA DEL MOLLE,"-38,2304018","-60,8007698",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
OJO DE AGUA,"-38,37862","-61,40262",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
LA AMALIA,"-38,166827","-61,4898155",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
SAN MANUEL,"-37,8708928","-61,0266937",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
SAN FELIPE,"-37,951942444","-61,015445709",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
EL DIVISORIO,"-38,323563603","-61,445057813",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
INDIO RICO,"-38,329377097","-60,886634027",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
LA LEGUA,"-38,1745287","-60,986663",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
LA FORTUNA,"-37,9581354","-61,2423082",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
LA ALFALFA,"-38,066102643","-60,832947221",CORONEL PRINGLES,CORONEL PRINGLES,BUENOS AIRES
MEDIA NARANJA,"-30,623310466","-64,951540614",MEDIA NARANJA,CRUZ DEL EJE,CÓRDOBA
PUESTO DEL GALLO,"-30,609592578","-64,969119419",MEDIA NARANJA,CRUZ DEL EJE,CÓRDOBA
OVEJERIA,"-22,227981567","-65,401756287",YAVI,YAVI,JUJUY
SALADILLO,"-22,128623962","-65,257698059",YAVI,YAVI,JUJUY
CHOLACOR,"-22,32595523","-65,32365938",YAVI,YAVI,JUJUY
YAVI CHICO,"-22,090998392","-65,465063121",YAVI,YAVI,JUJUY
SAN JOSE,"-22,137827111","-65,309788616",YAVI,YAVI,JUJUY
CASTI,"-22,16562","-65,44278",YAVI,YAVI,JUJUY
CHALCAMAYOC,"-22,2959916","-65,3125521",YAVI,YAVI,JUJUY
QUIRQUINCHOS,"-22,11016196","-65,36524209",YAVI,YAVI,JUJUY
LARCAS,"-22,11147","-65,24882",YAVI,YAVI,JUJUY
SA PEREYRA,"-31,572151395","-61,378223111",SA PEREYRA,LAS COLONIAS,SANTA FE
CANTON DE ZARATE,"-31,5874461","-61,3029295",SA PEREYRA,LAS COLONIAS,SANTA FE
PALOMAR,"-27,984924316","-64,303657532",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
PUESTO DE SAN ANTONIO,"-27,687529359","-64,339598482",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
LOMA GRANDE,"-27,726460424","-64,492166369",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
POZO CAVADO,"-27,67207","-64,44914",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
ANTILO,"-27,7521","-64,60818",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
DOLORES,"-27,983613968","-64,527359009",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
LA PUERTA,"-27,633882755","-64,619864408",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
PALMA POZO,"-27,79207","-64,6696",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
ABRA GRANDE,"-27,80983349","-64,48893926",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
LOS POSITOS,"-27,68796474","-64,651410813",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
LA MESADA,"-27,798265457","-64,524024963",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
EL MOJON,"-28,003572858","-64,144793653",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
SANTO DOMINGO,"-27,98384196","-64,51254085",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
SAN LORENZO DE LOS SAYAGOS,"-27,98226231","-64,4328391",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
PUESTO DEL MEDIO,"-27,79835","-64,55329",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
SAN ANTONIO DE LOS CACERES,"-28,09932","-64,45094",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
NUEVA ESPERANZA,"-27,766588211","-64,524986267",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
RODEO DE SORIA,"-27,6878","-64,57472",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
LA ESTANCITA,"-27,9177","-64,52396",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
LOMAS DE ZAMORA,"-27,724299571","-64,531309657",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
SANTA ROSA,"-27,9468","-64,48347",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
TIPIRO,"-27,63929855","-64,41216136",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
EL PUESTITO,"-27,76447063","-64,36681568",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
LOS CARDOZOS,"-27,948108721","-64,143589045",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
MORALES,"-27,709747748","-64,323666261",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
UPIANITA,"-27,98558054","-64,15387377",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
SAN CRISTOBAL,"-27,809675217","-64,69719696",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
HUAICO HONDO,"-27,724563216","-64,551441296",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
TUNAS PUNCO,"-27,86663","-64,6161",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
SAN LORENZO,"-27,92646","-64,47216",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
CHURQUI,"-27,726220364","-64,629181068",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
YANDA,"-27,930697116","-64,188900522",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
SAN JOSE,"-27,84378841","-64,64377556",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
ESTACION INGENIERO EZCURRA,"-27,98122471","-64,22063093",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
EL BARRIAL,"-27,72829","-64,68322",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
MAL PASO,"-27,74175","-64,30839",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
MACO,"-27,880777556","-64,146789607",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
PAMPA MUYOJ,"-27,87167617","-64,39427865",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
LA CANDELARIA,"-27,98155","-64,49187",AREA SIN GOBIERNO,CAPITAL,SANTIAGO DEL ESTERO
COLONIA BELGRANO,"-31,911894084","-61,402383536",COLONIA BELGRANO,SAN MARTIN,SANTA FE
WILDERMUTH,"-31,946990029","-61,402555145",COLONIA BELGRANO,SAN MARTIN,SANTA FE
CHACAY HUARRUCA,"-41,68252462","-70,71325062",AREA SIN GOBIERNO,ÑORQUINCO,RÍO NEGRO
EL MONTOSO,"-41,577159882","-70,757194519",AREA SIN GOBIERNO,ÑORQUINCO,RÍO NEGRO
EL PORTEZUELO,"-41,888027191","-70,963768005",AREA SIN GOBIERNO,ÑORQUINCO,RÍO NEGRO
LA CIENEGA,"-21,915353184","-66,250799531",SANTA CATALINA,SANTA CATALINA,JUJUY
LA PALCA,"-21,979650497","-66,1485672",SANTA CATALINA,SANTA CATALINA,JUJUY
SAN LEON,"-21,858385086","-66,23915863",SANTA CATALINA,SANTA CATALINA,JUJUY
VILLA MARIA,"-21,995534897","-66,274978638",SANTA CATALINA,SANTA CATALINA,JUJUY
HORNILLOS,"-22,049621582","-66,009895325",SANTA CATALINA,SANTA CATALINA,JUJUY
LA CRUZ,"-21,92649","-66,12064",SANTA CATALINA,SANTA CATALINA,JUJUY
EL ANGOSTO,"-21,817292548","-66,179236667",SANTA CATALINA,SANTA CATALINA,JUJUY
PUEBLO VIEJO,"-22,034297943","-66,281997681",SANTA CATALINA,SANTA CATALINA,JUJUY
TIMON CRUZ,"-22,19159","-66,15872",SANTA CATALINA,SANTA CATALINA,JUJUY
PIZCUNO,"-21,93612","-65,95125",SANTA CATALINA,SANTA CATALINA,JUJUY
MERCO,"-22,100114822","-66,16897583",SANTA CATALINA,SANTA CATALINA,JUJUY
VIZCACHERAS,"-22,043523788","-66,203430176",SANTA CATALINA,SANTA CATALINA,JUJUY
MINA EUREKA,"-21,953353882","-66,188941956",SANTA CATALINA,SANTA CATALINA,JUJUY
EL FILO,"-21,924455643","-66,033409119",SANTA CATALINA,SANTA CATALINA,JUJUY
ORATORIO,"-22,065687879","-66,078508796",SANTA CATALINA,SANTA CATALINA,JUJUY
SANTA CATALINA,"-21,944372048","-66,052513309",SANTA CATALINA,SANTA CATALINA,JUJUY
SAN FRANCISCO,"-22,00093","-66,17417",SANTA CATALINA,SANTA CATALINA,JUJUY
EL DESCANSO,"-34,1010274","-59,7782315",CAPITAN SARMIENTO,CAPITAN SARMIENTO,BUENOS AIRES
LA COLORADA,"-34,2122243","-59,8307824",CAPITAN SARMIENTO,CAPITAN SARMIENTO,BUENOS AIRES
LA LUISA,"-34,128557211","-59,924005831",CAPITAN SARMIENTO,CAPITAN SARMIENTO,BUENOS AIRES
ARROYO DE LUNA,"-34,1731879","-59,9792421",CAPITAN SARMIENTO,CAPITAN SARMIENTO,BUENOS AIRES
CAPITAN SARMIENTO,"-34,172367425","-59,789349139",CAPITAN SARMIENTO,CAPITAN SARMIENTO,BUENOS AIRES
VILLA CORONEL JOSE M. ZAPIOLA,"-34,559516911","-58,577276931",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA LYNCH,"-34,590146441","-58,523437722",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA MARIA IRENE DE LOS REMEDIOS DE ESCALADA,"-34,564639709","-58,592254842",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA PARQUE PRESIDENTE FIGUEROA ALCORTA,"-34,593948758","-58,532173955",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA GODOY CRUZ,"-34,543398925","-58,575592842",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA GREGORIA MATORRAS,"-34,538384647","-58,549172101",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
BILLINGHURST,"-34,575107171","-58,574582894",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA BALLESTER,"-34,542284682","-58,558317718",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA YAPEYU,"-34,571695302","-58,5491074",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA GENERAL EUGENIO NECOCHEA,"-34,512533207","-58,580147829",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA PARQUE SAN LORENZO,"-34,561873061","-58,533662449",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA GENERAL JOSE TOMAS GUIDO,"-34,553116324","-58,56699766",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA AYACUCHO,"-34,590413264","-58,553043092",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA GRANADEROS DE SAN MARTIN,"-34,550764691","-58,528485457",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA JOSE LEON SUAREZ,"-34,525371165","-58,580255066",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA MARQUES ALEJANDRO MARIA DE AGUADO,"-34,555135661","-58,538377126",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA BERNARDO MONTEAGUDO,"-34,59058991","-58,539660659",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA GENERAL JUAN G. LAS HERAS,"-34,561256708","-58,555393664",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA LIBERTAD,"-34,584696005","-58,562333403",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA MAIPU,"-34,56821317","-58,524545149",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA GENERAL ANTONIO J. DE SUCRE,"-34,547050601","-58,569439189",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA CHACABUCO,"-34,579674485","-58,523036971",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA SAN ANDRES,"-34,565993291","-58,544806923",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN,"-34,579698685","-58,542014482",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
VILLA JUAN MARTIN DE PUEYRREDON,"-34,547483912","-58,575097256",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
CIUDAD JARDIN EL LIBERTADOR,"-34,541652078","-58,595909363",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
BARRIO PARQUE GENERAL SAN MARTIN,"-34,567343377","-58,584311246",GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES
RECREO,"-31,493580756","-60,735411089",RECREO,LA CAPITAL,SANTA FE
LAS OVEJAS,"-36,988134333","-70,748700131",LAS OVEJAS,MINAS,NEUQUÉN
ANGULOS,"-28,659575346","-67,652960556",FAMATINA,FAMATINA,LA RIOJA
SANTA CRUZ,"-28,49073712","-67,689925265",FAMATINA,FAMATINA,LA RIOJA
PLAZA VIEJA,"-28,973159838","-67,520131551",FAMATINA,FAMATINA,LA RIOJA
CAMPANAS,"-28,556020829","-67,626440651",FAMATINA,FAMATINA,LA RIOJA
SANTO DOMINGO,"-28,560066843","-67,685570421",FAMATINA,FAMATINA,LA RIOJA
FAMATINA,"-28,929100035","-67,520759676",FAMATINA,FAMATINA,LA RIOJA
BAJO CARRIZAL,"-28,891100769","-67,566746156",FAMATINA,FAMATINA,LA RIOJA
ALTO CARRIZAL,"-28,873669124","-67,568997926",FAMATINA,FAMATINA,LA RIOJA
EL POTRERILLO,"-28,39588157","-67,69918873",FAMATINA,FAMATINA,LA RIOJA
PITUIL,"-28,581507731","-67,45083795",FAMATINA,FAMATINA,LA RIOJA
LA CUADRA,"-28,472481764","-67,691865257",FAMATINA,FAMATINA,LA RIOJA
ANTINACO,"-28,825078169","-67,323319653",FAMATINA,FAMATINA,LA RIOJA
EL JUMEAL,"-28,946814958","-67,518308191",FAMATINA,FAMATINA,LA RIOJA
BARRIO DE GALLI,"-28,9015462","-67,5409052",FAMATINA,FAMATINA,LA RIOJA
CHAÑARMUYO,"-28,612344911","-67,587472343",FAMATINA,FAMATINA,LA RIOJA
BUENA ESPERANZA,"-34,758278797","-65,250369169",BUENA ESPERANZA,GOBERNADOR DUPUY,SAN LUIS
SUSANA,"-31,357596391","-61,516438996",SUSANA,CASTELLANOS,SANTA FE
SAN MIGUEL,"-31,428438187","-61,578353882",SUSANA,CASTELLANOS,SANTA FE
CAMPO PIACENZA,"-31,3184429","-61,5619274",SUSANA,CASTELLANOS,SANTA FE
COLEGIALES,"-34,574642744","-58,450968205",COMUNA 13,COMUNA 13,CIUDAD DE BUENOS AIRES
NUÑEZ,"-34,543737661","-58,462857547",COMUNA 13,COMUNA 13,CIUDAD DE BUENOS AIRES
BELGRANO,"-34,554881524","-58,450289095",COMUNA 13,COMUNA 13,CIUDAD DE BUENOS AIRES
EL TALA,"-28,332107544","-65,894065857",SAN FERNANDO DEL VALLE DE CATAMARCA,CAPITAL,CATAMARCA
SAN FERNANDO DEL VALLE DE CATAMARCA,"-28,484658195","-65,786789294",SAN FERNANDO DEL VALLE DE CATAMARCA,CAPITAL,CATAMARCA
LA CALERA,"-28,344783783","-65,879875183",SAN FERNANDO DEL VALLE DE CATAMARCA,CAPITAL,CATAMARCA
LA GRUTA,"-28,420842703","-65,798524927",SAN FERNANDO DEL VALLE DE CATAMARCA,CAPITAL,CATAMARCA
EL PANTANILLO,"-28,541689343","-65,802663273",SAN FERNANDO DEL VALLE DE CATAMARCA,CAPITAL,CATAMARCA
BARRIO ESPERANZA,"-39,041876855","-63,998590736",RIO COLORADO,PICHI MAHUIDA,RÍO NEGRO
COLONIA REIG,"-38,975600928","-64,134316723",RIO COLORADO,PICHI MAHUIDA,RÍO NEGRO
COLONIA JULIA Y ECHARREN,"-39,036122926","-64,013939057",RIO COLORADO,PICHI MAHUIDA,RÍO NEGRO
RIO COLORADO,"-38,991413608","-64,08746823",RIO COLORADO,PICHI MAHUIDA,RÍO NEGRO
JUVENTUD UNIDA,"-39,012565217","-64,065044727",RIO COLORADO,PICHI MAHUIDA,RÍO NEGRO
PEREZ MILLAN,"-33,767449781","-60,092734367",RAMALLO,RAMALLO,BUENOS AIRES
VILLA RAMALLO,"-33,502293214","-60,065013804",RAMALLO,RAMALLO,BUENOS AIRES
RAMALLO,"-33,487702117","-60,007220974",RAMALLO,RAMALLO,BUENOS AIRES
ZINO,"-33,5938385","-60,13557",RAMALLO,RAMALLO,BUENOS AIRES
LA INDEPENDENCIA,"-33,5475424","-59,9011185",RAMALLO,RAMALLO,BUENOS AIRES
MARELLI,"-33,5992787","-59,9384509",RAMALLO,RAMALLO,BUENOS AIRES
LOS TOLDOS,"-33,652217865","-60,133441926",RAMALLO,RAMALLO,BUENOS AIRES
EL JUPITER,"-33,6241496","-60,0461017",RAMALLO,RAMALLO,BUENOS AIRES
EL TONELERO,"-33,4468773","-60,103642",RAMALLO,RAMALLO,BUENOS AIRES
SAN CARLOS,"-33,7168414","-59,9944751",RAMALLO,RAMALLO,BUENOS AIRES
EL PARAISO,"-33,567915265","-59,979112348",RAMALLO,RAMALLO,BUENOS AIRES
LA FERIA,"-33,5457218","-60,0893915",RAMALLO,RAMALLO,BUENOS AIRES
MANANTIALES CHICOS,"-33,641216","-60,214627",RAMALLO,RAMALLO,BUENOS AIRES
LAS BAHAMAS,"-33,636610083","-59,989556347",RAMALLO,RAMALLO,BUENOS AIRES
HERRERA,"-33,5075586","-60,1384609",RAMALLO,RAMALLO,BUENOS AIRES
VILLA GENERAL SAVIO,"-33,435267218","-60,145131652",RAMALLO,RAMALLO,BUENOS AIRES
PASO VIEJO,"-30,768683577","-65,186470019",PASO VIEJO,CRUZ DEL EJE,CÓRDOBA
LA RINCONADA,"-31,067046956","-64,790165566",LAS CAÑADAS,CRUZ DEL EJE,CÓRDOBA
NEGRO HUASI,"-30,915053953","-64,733349748",LAS CAÑADAS,CRUZ DEL EJE,CÓRDOBA
LAS CAÑADAS,"-30,933247949","-64,718975869",LAS CAÑADAS,CRUZ DEL EJE,CÓRDOBA
REAL AUDIENCIA,"-36,1771663","-58,5830034",PILA,PILA,BUENOS AIRES
EL ZORRO,"-36,1494324","-58,6871075",PILA,PILA,BUENOS AIRES
EL 80,"-36,3012644","-58,0979061",PILA,PILA,BUENOS AIRES
HINOJALES,"-36,4129983","-58,2957929",PILA,PILA,BUENOS AIRES
CAMARON CHICO,"-36,097606751","-58,098558707",PILA,PILA,BUENOS AIRES
LAS LECHUZAS,"-35,9978713","-58,4102957",PILA,PILA,BUENOS AIRES
CHAPALAUQUEN,"-36,1641914","-58,4572687",PILA,PILA,BUENOS AIRES
CASALINS,"-36,318141992","-58,552502552",PILA,PILA,BUENOS AIRES
PILA,"-36,001474614","-58,142777887",PILA,PILA,BUENOS AIRES
EL VENADO,"-35,9083442","-58,1624454",PILA,PILA,BUENOS AIRES
LOS TOLDOS,"-36,517299288","-58,225229647",PILA,PILA,BUENOS AIRES
DEMARIA,"-36,0592789","-58,7380695",PILA,PILA,BUENOS AIRES
LAS CHILCAS,"-36,254962756","-58,342817655",PILA,PILA,BUENOS AIRES
LA LIMPIA,"-36,330448152","-58,333610551",PILA,PILA,BUENOS AIRES
EL SARTEN,"-36,382640367","-58,121746937",PILA,PILA,BUENOS AIRES
LA REFORMA,"-36,20904541","-58,637607575",PILA,PILA,BUENOS AIRES
EL ALEGRE,"-36,1479821","-58,2453884",PILA,PILA,BUENOS AIRES
LA VICTORIA,"-36,2094365","-58,6410244",PILA,PILA,BUENOS AIRES
LAS PEÑAS,"-32,534851186","-64,105229196",LAS PEÑAS SUD,RIO CUARTO,CÓRDOBA
SAN JAVIER,"-26,76703","-65,36869",SAN JAVIER,YERBA BUENA,TUCUMÁN
COLONIA BOSSI,"-30,669124523","-61,78960303",COLONIA BOSSI,SAN CRISTOBAL,SANTA FE
RECOLETA,"-34,585876008","-58,39499618",COMUNA 2,COMUNA 2,CIUDAD DE BUENOS AIRES
DESAGUADERO,"-27,49960327","-58,610266678",SANTA ANA DE LOS GUÁCARAS,SAN COSME,CORRIENTES
INGENIO PRIMER CORRENTINO,"-27,433672195","-58,624327888",SANTA ANA DE LOS GUÁCARAS,SAN COSME,CORRIENTES
RIACHUELO BARDECI,"-27,488873782","-58,584036955",SANTA ANA DE LOS GUÁCARAS,SAN COSME,CORRIENTES
SANTA ANA,"-27,455091402","-58,653038846",SANTA ANA DE LOS GUÁCARAS,SAN COSME,CORRIENTES
FORTUNA,"-35,128291864","-65,381821892",FORTUNA,GOBERNADOR DUPUY,SAN LUIS
EL TRIGO,"-35,881548351","-59,40633699",LAS FLORES,LAS FLORES,BUENOS AIRES
PLAZA MONTERO,"-36,1445924","-59,1455725",LAS FLORES,LAS FLORES,BUENOS AIRES
DOCTOR DOMINGO HAROSTEGUY,"-36,149812755","-59,267525517",LAS FLORES,LAS FLORES,BUENOS AIRES
LAS FLORES,"-36,015496914","-59,100465922",LAS FLORES,LAS FLORES,BUENOS AIRES
PAGO DE ORO,"-36,0995772","-59,0443042",LAS FLORES,LAS FLORES,BUENOS AIRES
LA BLANQUEADA,"-36,0545523","-58,8265384",LAS FLORES,LAS FLORES,BUENOS AIRES
EST LA GRACIELA,"-36,070873","-59,3283234",LAS FLORES,LAS FLORES,BUENOS AIRES
SANTA INES,"-36,1844749","-58,961552",LAS FLORES,LAS FLORES,BUENOS AIRES
CUARTEL VII,"-36,3036243","-59,3193839",LAS FLORES,LAS FLORES,BUENOS AIRES
PARDO,"-36,243758046","-59,366291634",LAS FLORES,LAS FLORES,BUENOS AIRES
LA COLONIA,"-35,8490543","-59,4869881",LAS FLORES,LAS FLORES,BUENOS AIRES
EL MOSQUITO,"-36,002193169","-59,222894791",LAS FLORES,LAS FLORES,BUENOS AIRES
EL TROPEZON,"-35,898014953","-59,139619905",LAS FLORES,LAS FLORES,BUENOS AIRES
VILELA,"-35,8490796","-59,0375717",LAS FLORES,LAS FLORES,BUENOS AIRES
EL TORO,"-36,0990223","-58,8770656",LAS FLORES,LAS FLORES,BUENOS AIRES
PIAMMISTEGUY,"-36,071450567","-59,01094202",LAS FLORES,LAS FLORES,BUENOS AIRES
EL DESPUNTE,"-35,9040079","-58,9094739",LAS FLORES,LAS FLORES,BUENOS AIRES
ESTRUGAMOU,"-35,9850965","-59,5273093",LAS FLORES,LAS FLORES,BUENOS AIRES
ESCUELA AGRARIA,"-36,0408718","-59,1365985",LAS FLORES,LAS FLORES,BUENOS AIRES
CUARTEL VIII,"-36,0829403","-59,2198692",LAS FLORES,LAS FLORES,BUENOS AIRES
EL GUALICHO,"-36,1449227","-59,0751416",LAS FLORES,LAS FLORES,BUENOS AIRES
LA CAPILLA,"-36,2159246","-59,3715225",LAS FLORES,LAS FLORES,BUENOS AIRES
CORONEL BOERR,"-35,941444033","-59,069354729",LAS FLORES,LAS FLORES,BUENOS AIRES
LA CUBANA,"-36,2159245","-59,2130042",LAS FLORES,LAS FLORES,BUENOS AIRES
EL ZORRO,"-36,025422369","-59,131078932",LAS FLORES,LAS FLORES,BUENOS AIRES
